address,price,beds,baths,sqft
"725-150 Sudbury Street, Toronto, ON",558000,1+1 bed,1 bath,600-699 sqft
"2904-14 York Street, Toronto, ON",629000,1+1 bed,1 bath,600-699 sqft
"72-74 Lippincott Street, Toronto, ON",1990000,– bed,– bath,
"907-1080 Bay Street, Toronto, ON",499900,– bed,1 bath,0-499 sqft
"87 Tranmer Avenue, Toronto, ON",2395000,4+1 bed,4 bath,2000-2500 sqft
"1024-3041 Finch Avenue W, Toronto, ON",699000,2+1 bed,2 bath,800-899 sqft
"265 Acton Avenue, Toronto, ON",1699000,4+2 bed,3 bath,
"3901-75 Queens Wharf Road, Toronto, ON",1049999,2 bed,2 bath,1000-1199 sqft
"25 Robina Avenue, Toronto, ON",2499000,6+2 bed,5 bath,3000-3500 sqft
"4101-763 Bay Street, Toronto, ON",599000,1 bed,1 bath,500-599 sqft
"1212-121 Mcmahon Drive, Toronto, ON",589000,1 bed,1 bath,600-699 sqft
"405-103 The Queensway Way, Toronto, ON",735000,2 bed,2 bath,900-999 sqft
"1002-155 Legion Road N, Toronto, ON",549888,1+1 bed,1 bath,600-699 sqft
"33 Lockheed Boulevard, Toronto, ON",1195000,3+1 bed,3 bath,
"1466-60 Ann O'reilly Road, Toronto, ON",528000,1+1 bed,1 bath,500-599 sqft
"5308-395 Bloor Street E, Toronto, ON",369900,– bed,1 bath,0-499 sqft
"12 Stephen Drive, Toronto, ON",979000,2+1 bed,2 bath,700-1100 sqft
"1701-1 Bloor Street E, Toronto, ON",1188000,2 bed,2 bath,800-899 sqft
"2539-20 Inn On The Park Drive, Toronto, ON",629000,1 bed,1 bath,500-599 sqft
"14 Watercliffe Road, Toronto, ON",1089700,4 bed,2 bath,2000-2500 sqft
"612-11 Wellesley Street W, Toronto, ON",758000,1+1 bed,1 bath,500-599 sqft
"7 Spruce Pines Crescent, Toronto, ON",899900,5 bed,5 bath,
"606-600 Queens Quay W, Toronto, ON",758999,1+1 bed,1 bath,700-799 sqft
"18 Hollydene Road, Toronto, ON",1279000,3+1 bed,2 bath,
"503-29 Singer Court, Toronto, ON",539900,1+1 bed,1 bath,600-699 sqft
"203-1195 The Queensway Avenue, Toronto, ON",574000,2 bed,2 bath,700-799 sqft
"434-165 Legion Road N, Toronto, ON",575000,1+1 bed,1 bath,500-599 sqft
"306 Jarvis Street, Toronto, ON",1975000,– bed,– bath,
"7008-138 Downes Street, Toronto, ON",1150000,2+1 bed,2 bath,900-999 sqft
"2807-2191 Yonge Street, Toronto, ON",599000,1 bed,1 bath,600-699 sqft
"512-8 Mondeo Drive, Toronto, ON",550000,1 bed,1 bath,600-699 sqft
"207-8835 Sheppard Avenue, Toronto, ON",618000,1+1 bed,2 bath,900-999 sqft
"415-38 Forest Manor Road, Toronto, ON",719990,2+1 bed,2 bath,800-899 sqft
"815-138 Downes Street, Toronto, ON",1079000,2+1 bed,2 bath,900-999 sqft
"586 Browns Line, Toronto, ON",1349999,7 bed,3 bath,1100-1500 sqft
"6311-55 Cooper Street, Toronto, ON",1880000,3 bed,3 bath,1200-1399 sqft
"216 Oakwood Avenue, Toronto, ON",1349000,5+1 bed,4 bath,< 700 sqft
"4609-55 Cooper Street, Toronto, ON",708000,1+1 bed,1 bath,600-699 sqft
"4908-197 Yonge Street, Toronto, ON",470000,– bed,1 bath,0-499 sqft
"601-20 Richardson Street, Toronto, ON",599990,1 bed,1 bath,500-599 sqft
"647 Logan Avenue, Toronto, ON",2100000,4 bed,3 bath,1500-2000 sqft
"1914-1 Massey Square, Toronto, ON",400000,1 bed,1 bath,600-699 sqft
"1908-55 Cooper Street, Toronto, ON",565000,1 bed,1 bath,500-599 sqft
"816-50 Dunfield Avenue, Toronto, ON",598000,1+1 bed,2 bath,600-699 sqft
"24 Royal Rouge Trail, Toronto, ON",2498000,4+3 bed,5 bath,5000 + sqft
"5-1170 Sheppard Avenue W, Toronto, ON",1190000,– bed,– bath,
"2015-15 Iceboat Terrace, Toronto, ON",484999,1 bed,1 bath,0-499 sqft
"57 Tealham Drive, Toronto, ON",899900,4 bed,2 bath,1100-1500 sqft
"3201-85 Wood Street, Toronto, ON",699000,1+1 bed,1 bath,600-699 sqft
"290 Coronation Drive, Toronto, ON",899000,2+2 bed,2 bath,700-1100 sqft
"1616-90 Park Lawn Road, Toronto, ON",849900,2+1 bed,2 bath,900-999 sqft
"705-33 Bay Street, Toronto, ON",598000,1 bed,1 bath,500-599 sqft
"1313 Gerrard Street, Toronto, ON",1330000,2 bed,2 bath,
"501-25 Adra Grado Way, Toronto, ON",524900,– bed,1 bath,0-499 sqft
"2102-10 Sunny Glenway, Toronto, ON",499900,2+1 bed,1 bath,800-899 sqft
"90 Madison Avenue, Toronto, ON",5369490,5+2 bed,8 bath,5000 + sqft
"438-1030 King Street W, Toronto, ON",629888,1+1 bed,1 bath,600-699 sqft
"72 Thirteenth Street, Toronto, ON",1199000,3 bed,2 bath,1100-1500 sqft
"104-55 East Liberty Street, Toronto, ON",748000,2 bed,2 bath,1000-1199 sqft
"179 Marion Street, Toronto, ON",1799000,4+1 bed,4 bath,
"303-188 Fairview Mall Drive W, Toronto, ON",,— bed,— bath,— sqft
"1607-500 St Clair Avenue W, Toronto, ON",899999,2 bed,2 bath,900-999 sqft
"49 Tisdale Avenue, Toronto, ON",,— bed,— bath,— sqft
"11-13 Charles Street W, Toronto, ON",1,– bed,– bath,
"PH 8-284 Mill Road, Toronto, ON",649900,2 bed,2 bath,1200-1399 sqft
"3 Greenacres Road, Toronto, ON",1098000,3+1 bed,2 bath,1100-1500 sqft
"11-13 Charles Street W, Toronto, ON",1,– bed,– bath,
"1008-10 Navy Wharf Court, Toronto, ON",685000,1+1 bed,1 bath,600-699 sqft
"11-13 Charles Street W, Toronto, ON",1,– bed,– bath,
"2909-21 Iceboat Terrace, Toronto, ON",849000,2 bed,2 bath,800-899 sqft
"36 Blue Jays Way, Toronto, ON",95000,– bed,– bath,
"1-473 Dupont Street, Toronto, ON",979000,2 bed,3 bath,1400-1599 sqft
"701-260 Scarlett Road, Toronto, ON",825000,2 bed,2 bath,1000-1199 sqft
"3 Moira Avenue, Toronto, ON",794000,3+2 bed,3 bath,1100-1500 sqft
"914-308 Jarvis Street, Toronto, ON",1199000,3+1 bed,2 bath,900-999 sqft
"1004-2350 Bridletowne Circle, Toronto, ON",739900,2 bed,2 bath,1600-1799 sqft
"308-408 Browns Line, Toronto, ON",483500,1 bed,1 bath,500-599 sqft
"806-181 Davenport Road, Toronto, ON",1239000,2 bed,2 bath,900-999 sqft
"586 Browns Line, Toronto, ON",1349999,7 bed,3 bath,1100-1500 sqft
"2405-15 Grenville Street, Toronto, ON",649990,1 bed,1 bath,500-599 sqft
"1109-400 Adelaide Street E, Toronto, ON",559000,1+1 bed,2 bath,600-699 sqft
"3504-33 Shore Breeze Drive, Toronto, ON",799999,1+1 bed,1 bath,700-799 sqft
"70 Broadpath Road, Toronto, ON",949000,3 bed,2 bath,1200-1399 sqft
"3610-1928 Lakeshore Boulevard W, Toronto, ON",687900,2+1 bed,2 bath,700-799 sqft
"103 Oakley Boulevard, Toronto, ON",1199099,4+2 bed,4 bath,1500-2000 sqft
"46 Franklin Avenue, Toronto, ON",2475000,4 bed,4 bath,2000-2500 sqft
"910-3655 Kingston Road, Toronto, ON",799000,2 bed,2 bath,1000-1199 sqft
"LPH03-28 Byng Avenue, Toronto, ON",689000,2 bed,2 bath,800-899 sqft
"301 Jedburgh Road, Toronto, ON",3099000,4+1 bed,4 bath,3000-3500 sqft
"3011-50 Town Centre Court, Toronto, ON",499000,1+1 bed,1 bath,600-699 sqft
"1110-195 Bonis Avenue, Toronto, ON",649000,2+1 bed,2 bath,800-899 sqft
"307-90 Orchid Place Drive, Toronto, ON",638800,2 bed,2 bath,1000-1199 sqft
"807-85 Mcmahon Drive, Toronto, ON",614000,1+1 bed,1 bath,500-599 sqft
"302-530 St Clair Avenue W, Toronto, ON",998000,2+1 bed,2 bath,900-999 sqft
"12 Chauncey Avenue, Toronto, ON",1999000,4 bed,2 bath,
"56 Homestead Road, Toronto, ON",1220000,3+1 bed,3 bath,1500-2000 sqft
"31 Tyndall Avenue, Toronto, ON",1950000,6+1 bed,4 bath,2000-2500 sqft
"PH203-8 Lee Centre Drive, Toronto, ON",749900,4 bed,3 bath,1400-1599 sqft
"31 Tyndall Avenue, Toronto, ON",1950000,6+1 bed,4 bath,2000-2500 sqft
"907-10 Stonehill Court, Toronto, ON",659900,3 bed,2 bath,1000-1199 sqft
"PEARS AVE.-165 Th2 Avenue, Toronto, ON",2380000,3 bed,3 bath,
"1004-123 Portland Street, Toronto, ON",618000,1+1 bed,1 bath,600-699 sqft
"TH2-165 Pears Avenue, Toronto, ON",2099900,3 bed,3 bath,1800-1999 sqft
"2508-24 Wellesley Street W, Toronto, ON",1090000,2 bed,2 bath,1400-1599 sqft
"219-4001 Don Mills Road, Toronto, ON",699000,2 bed,2 bath,1200-1399 sqft
"252 Olive Avenue, Toronto, ON",1688000,4+2 bed,4 bath,< 700 sqft
"10 Whispering Willow Pathway, Toronto, ON",899000,3+1 bed,4 bath,
"7601-55 Cooper Street, Toronto, ON",978000,2 bed,2 bath,700-799 sqft
"26-3690 Keele Street, Toronto, ON",589999,3 bed,2 bath,1000-1199 sqft
"47 Charles Street W, Toronto, ON",199000,– bed,– bath,
"906-68 Grangeway Avenue, Toronto, ON",668900,2 bed,2 bath,800-899 sqft
"1104-29 Queens Quay E, Toronto, ON",2718888,2+1 bed,3 bath,1800-1999 sqft
"213-2121 Lake Shore Boulevard W, Toronto, ON",475000,1 bed,1 bath,500-599 sqft
"108-25 Four Winds Drive, Toronto, ON",489888,2 bed,1 bath,1000-1199 sqft
"710-1881 Mcnicoll Avenue, Toronto, ON",769000,3+1 bed,3 bath,1400-1599 sqft
"903-1 Reidmount Avenue, Toronto, ON",698888,3+1 bed,2 bath,1600-1799 sqft
"1408-8 Scollard Street, Toronto, ON",519000,– bed,1 bath,0-499 sqft
"1703-251 Jarvis Street, Toronto, ON",474900,1+1 bed,1 bath,500-599 sqft
"635 Coxwell Avenue, Toronto, ON",899900,3 bed,2 bath,700-1100 sqft
"2112-188 Fairview Mall Drive, Toronto, ON",515000,1+1 bed,1 bath,500-599 sqft
"4910-14 York Street, Toronto, ON",568000,1+1 bed,1 bath,500-599 sqft
"608 (PARKING-438 Richmond Street W, Toronto, ON",98000,– bed,– bath,
"3909-426 University Avenue, Toronto, ON",580000,1 bed,1 bath,500-599 sqft
"719 Military Trail, Toronto, ON",749000,3+1 bed,3 bath,1200-1399 sqft
"150 Vauxhall Drive, Toronto, ON",929000,3 bed,2 bath,
"1022-33 Helendale Avenue, Toronto, ON",589900,2 bed,1 bath,600-699 sqft
"82 Pandora Circle, Toronto, ON",1199000,4+2 bed,3 bath,1100-1500 sqft
"462 Adelaide Street E, Toronto, ON",4999900,– bed,– bath,
"#821W-36 Lisgar Street, Toronto, ON",399000,1 bed,1 bath,0-499 sqft
"482 Ruth Avenue N, Toronto, ON",1600000,3+2 bed,2 bath,1100-1500 sqft
"125 Wedgewood Drive, Toronto, ON",1788000,3+2 bed,4 bath,
"89 Kingsway Crescent, Toronto, ON",7949000,5 bed,8 bath,5000 + sqft
"51 Thornbeck Drive, Toronto, ON",999000,3+1 bed,2 bath,1100-1500 sqft
"221-859 The Queensway N/a, Toronto, ON",638000,2+1 bed,2 bath,800-899 sqft
"104-2 Sonic Way, Toronto, ON",524900,1+1 bed,2 bath,600-699 sqft
"37 Boustead Avenue, Toronto, ON",3600000,6+2 bed,8 bath,3500-5000 sqft
"304-120 Canon Jackson Drive, Toronto, ON",679000,2 bed,2 bath,800-899 sqft
"58 Livingstone Avenue, Toronto, ON",,— bed,— bath,— sqft
"2506 Bayview Avenue, Toronto, ON",2888000,4+1 bed,5 bath,3000-3500 sqft
"462 Adelaide Street E, Toronto, ON",4999900,– bed,– bath,
"42B Florence Avenue, Toronto, ON",2350000,3 bed,4 bath,2000-2500 sqft
"55 Scarfair Pathway, Toronto, ON",949999,4+1 bed,4 bath,< 700 sqft
"1057 Bathurst Street, Toronto, ON",1199000,3+1 bed,2 bath,700-1100 sqft
"1059 Bathurst Street, Toronto, ON",1149000,3+1 bed,1 bath,700-1100 sqft
"3904-311 Bay Street, Toronto, ON",2900000,2 bed,2 bath,1800-1999 sqft
"124 Bathgate Drive, Toronto, ON",1799999,5+2 bed,4 bath,2500-3000 sqft
"910-30 Inn On The Park Drive, Toronto, ON",1799000,3 bed,3 bath,1600-1799 sqft
"113-293 The Kingsway N/a, Toronto, ON",599000,1 bed,1 bath,500-599 sqft
"1511-8 Tippett Road, Toronto, ON",649000,2 bed,2 bath,700-799 sqft
"607-3845 Lake Shore Boulevard W, Toronto, ON",599000,2 bed,1 bath,800-899 sqft
"1203-12 York St Street, Toronto, ON",589000,1+1 bed,1 bath,600-699 sqft
"404-60 Gulliver Road N, Toronto, ON",475000,1 bed,1 bath,600-699 sqft
"69 Boardwalk Drive, Toronto, ON",2999900,3+1 bed,4 bath,2000-2500 sqft
"335 Ranee Avenue, Toronto, ON",1399000,3 bed,3 bath,1100-1500 sqft
"335-2787 Eglinton Avenue E, Toronto, ON",689999,3 bed,3 bath,1000-1199 sqft
"714-3018 Yonge Street, Toronto, ON",1250000,2+1 bed,2 bath,900-999 sqft
"1107-19 Bathurst Street, Toronto, ON",599000,1+1 bed,1 bath,500-599 sqft
"106-11 Mcmahon Drive, Toronto, ON",1368000,3 bed,3 bath,1400-1599 sqft
"1011-8 Eglinton Avenue E, Toronto, ON",745000,2+1 bed,2 bath,700-799 sqft
"91-1190 Dundas Street E, Toronto, ON",55000,– bed,– bath,0-499 sqft
"817-33 Frederick Todd Way, Toronto, ON",585000,1 bed,1 bath,500-599 sqft
"284 Dupont Street, Toronto, ON",1750000,– bed,– bath,
"282 Dupont Street, Toronto, ON",2350000,– bed,– bath,
"4002-8 Eglinton Avenue E, Toronto, ON",799000,2+1 bed,2 bath,700-799 sqft
"506-21 Overlea Boulevard, Toronto, ON",445000,1 bed,1 bath,600-699 sqft
"2906-88 Grangeway Avenue, Toronto, ON",699000,2+1 bed,2 bath,1400-1599 sqft
"606-25 Mcmahon Drive, Toronto, ON",798800,2 bed,2 bath,700-799 sqft
"1115-425 Front Street E, Toronto, ON",783900,2 bed,2 bath,600-699 sqft
"516-20 Fashion Roseway N/a, Toronto, ON",519000,2 bed,1 bath,800-899 sqft
"306-102 Bloor Street W, Toronto, ON",777000,1 bed,1 bath,600-699 sqft
"607-160 Canon Jackson Drive E, Toronto, ON",579900,1+1 bed,1 bath,600-699 sqft
"47 Terrace Avenue, Toronto, ON",2888000,4+3 bed,6 bath,
"606-345 Driftwood Avenue, Toronto, ON",369000,2 bed,1 bath,800-899 sqft
"1304-81 Wellesley Street E, Toronto, ON",620000,1 bed,1 bath,600-699 sqft
"712-35 Mariner Terrace, Toronto, ON",1175000,2+1 bed,2 bath,1200-1399 sqft
"78 Rory Road, Toronto, ON",1308988,4 bed,3 bath,2000-2500 sqft
"89 Ruby Lang Lane, Toronto, ON",1289900,3+1 bed,3 bath,
"1203 St. Clair Avenue W, Toronto, ON",,— bed,— bath,— sqft
"52 Burbank Drive, Toronto, ON",4999800,5+2 bed,7 bath,5000 + sqft
"605-61 Town Centre Court, Toronto, ON",489500,1+1 bed,1 bath,600-699 sqft
"2111-17 Barberry Place, Toronto, ON",679000,1+1 bed,2 bath,600-699 sqft
"756-24 Southport Street, Toronto, ON",524900,1+1 bed,1 bath,700-799 sqft
"2501-50 O'neill Road, Toronto, ON",649000,2 bed,2 bath,600-699 sqft
"107-480 Oriole Parkway, Toronto, ON",798000,3 bed,1 bath,900-999 sqft
"407-55 Harrison Garden Boulevard S, Toronto, ON",510000,1 bed,1 bath,600-699 sqft
"1511-70 Temperance Street, Toronto, ON",799000,2+1 bed,2 bath,800-899 sqft
"819-5 Rosehill Avenue, Toronto, ON",1999900,2 bed,3 bath,1800-1999 sqft
"708-386 Yonge Street, Toronto, ON",649000,1+1 bed,1 bath,600-699 sqft
"2111-2191 Yonge Street, Toronto, ON",999000,2 bed,2 bath,1000-1199 sqft
"79-100 Parrotta Drive, Toronto, ON",599000,2 bed,2 bath,900-999 sqft
"612-77 Shuter Street, Toronto, ON",482000,1+1 bed,1 bath,0-499 sqft
"4301-15 Grenville Street, Toronto, ON",699000,1+1 bed,1 bath,500-599 sqft
"1111-3845 Lake Shore Boulevard W, Toronto, ON",650000,3 bed,2 bath,1000-1199 sqft
"B6-4779 Steeles Avenue E, Toronto, ON",1111880,– bed,1 bath,
"210 Maplehurst Avenue, Toronto, ON",3188000,4+1 bed,5 bath,3000-3500 sqft
"1504-15 Greenview Avenue, Toronto, ON",810000,2 bed,2 bath,800-899 sqft
"512-543 Richmond Street W, Toronto, ON",528000,1 bed,1 bath,0-499 sqft
"1310-608 Richmond Street W, Toronto, ON",849000,1+1 bed,1 bath,700-799 sqft
"710-859 The Queensway N/a, Toronto, ON",478800,1+1 bed,1 bath,600-699 sqft
"6 Adele Avenue, Toronto, ON",999995,4 bed,3 bath,
"1205-68 Shuter Street, Toronto, ON",869000,2+1 bed,2 bath,700-799 sqft
"1118-238 Bonis Avenue, Toronto, ON",798800,3 bed,2 bath,1200-1399 sqft
"3604-311 Bay Street, Toronto, ON",1795000,2 bed,2 bath,1800-1999 sqft
"605-49 Silverstone Drive, Toronto, ON",567000,2 bed,2 bath,1200-1399 sqft
"103 Huntingdale Boulevard, Toronto, ON",870000,3+1 bed,3 bath,1200-1399 sqft
"11 Dorine Crescent, Toronto, ON",1079000,3+1 bed,3 bath,< 700 sqft
"816-135 Village Green Square, Toronto, ON",499888,1+1 bed,1 bath,700-799 sqft
"2407-55 Bremner Boulevard, Toronto, ON",849900,2 bed,2 bath,800-899 sqft
"58 Mystic Avenue, Toronto, ON",899900,– bed,– bath,< 700 sqft
"1906-10 Inn On The Park Drive, Toronto, ON",499000,1 bed,1 bath,600-699 sqft
"4704-311 Bay Street, Toronto, ON",1825000,2 bed,2 bath,1800-1999 sqft
"1601-130 Neptune Drive, Toronto, ON",989000,3 bed,2 bath,1800-1999 sqft
"311-2 Fieldway Road, Toronto, ON",549900,1 bed,1 bath,600-699 sqft
"504-3621 Lakeshore Boulevard W, Toronto, ON",334000,1 bed,1 bath,500-599 sqft
"8A Lamont Avenue, Toronto, ON",1050000,– bed,– bath,5000 + sqft
"2839 Bathurst Street, Toronto, ON",1499900,– bed,4 bath,
"207-1430 Yonge Street, Toronto, ON",989000,2 bed,2 bath,1000-1199 sqft
"2839 Bathurst Street, Toronto, ON",1499900,– bed,4 bath,
"77 Milford Haven Drive E, Toronto, ON",1200000,4+1 bed,2 bath,1100-1500 sqft
"8-1 Rean Drive, Toronto, ON",1199990,3 bed,3 bath,1400-1599 sqft
"305-3563 Lake Shore Boulevard W, Toronto, ON",595000,1+1 bed,1 bath,700-799 sqft
"609-350 Alton Towers Circle, Toronto, ON",489900,2 bed,2 bath,900-999 sqft
"1322-121 St Patrick Street, Toronto, ON",1100000,2+1 bed,2 bath,800-899 sqft
"1608-60 Colborne Street, Toronto, ON",399900,– bed,1 bath,0-499 sqft
"66-91 Muir Drive, Toronto, ON",649999,3 bed,2 bath,1000-1199 sqft
"815-28 William Carson Crescent, Toronto, ON",739998,1+1 bed,1 bath,700-799 sqft
"2708 Yonge Street, Toronto, ON",3995000,– bed,– bath,
"801-36 Lisgar Street, Toronto, ON",419900,1 bed,1 bath,0-499 sqft
"716-2121 Lake Shore Boulevard W, Toronto, ON",559000,1 bed,1 bath,500-599 sqft
"159 Harewood Avenue, Toronto, ON",1899000,4+2 bed,6 bath,2000-2500 sqft
"1109-117 Mcmahon Drive, Toronto, ON",758000,2 bed,2 bath,800-899 sqft
"155 Dawes Road, Toronto, ON",1099000,3 bed,3 bath,1100-1500 sqft
"811-1603 Eglinton Avenue W, Toronto, ON",495000,1 bed,1 bath,500-599 sqft
"308-181 Davenport Road, Toronto, ON",799999,1+1 bed,1 bath,600-699 sqft
"50 Yorkminster Road, Toronto, ON",4380000,5+2 bed,8 bath,3500-5000 sqft
"3009-357 King Street W, Toronto, ON",1005990,3 bed,2 bath,1000-1199 sqft
"809-357 King Street W, Toronto, ON",994990,3 bed,2 bath,1000-1199 sqft
"4302-33 Lombard Street, Toronto, ON",1695000,3 bed,2 bath,1200-1399 sqft
"208-120 Carlton Street, Toronto, ON",399000,– bed,– bath,
"1905-30 Ordnance Street, Toronto, ON",559000,1 bed,1 bath,500-599 sqft
"2507-188 Cumberland Street, Toronto, ON",799000,1 bed,1 bath,0-499 sqft
"2184 Queen Street E, Toronto, ON",2400000,2+1 bed,2 bath,
"PH2-10 Queens Quay W, Toronto, ON",2749000,2+1 bed,3 bath,2000-2249 sqft
"17-90 George Henry Boulevard, Toronto, ON",949000,3 bed,3 bath,1200-1399 sqft
"2184 Queen Street E, Toronto, ON",2400000,2+1 bed,2 bath,
"28 Brian Cliff Drive, Toronto, ON",8380000,4+2 bed,7 bath,
"1905-115 Mcmahon Drive, Toronto, ON",699000,2 bed,1 bath,700-799 sqft
"906-15 Maitland Place, Toronto, ON",695000,2 bed,1 bath,800-899 sqft
"668 Jane Street, Toronto, ON",1495000,5+2 bed,3 bath,1500-2000 sqft
"1603-10 Wilby Crescent, Toronto, ON",789000,3 bed,2 bath,1000-1199 sqft
"408-20 Fashion Roseway N/a, Toronto, ON",649800,3 bed,2 bath,1000-1199 sqft
"1008-215 Sherway Gardens Road, Toronto, ON",559000,1+1 bed,1 bath,600-699 sqft
"1001-151 Dan Leckie Way, Toronto, ON",888800,2+1 bed,2 bath,1000-1199 sqft
"809-215 Sherway Gardens Road, Toronto, ON",539000,1 bed,1 bath,500-599 sqft
"602-55A Avenue Road, Toronto, ON",1975000,2 bed,3 bath,1400-1599 sqft
"5-1075 Ellesmere Road, Toronto, ON",848998,3+1 bed,3 bath,1200-1399 sqft
"921 College Street, Toronto, ON",2650000,– bed,– bath,
"2213-20 Edward Street, Toronto, ON",750000,1+1 bed,1 bath,500-599 sqft
"262 Poyntz Avenue, Toronto, ON",1650000,4+2 bed,4 bath,1500-2000 sqft
"70 Niagara Street, Toronto, ON",2749000,3+1 bed,5 bath,2500-3000 sqft
"76 York Road, Toronto, ON",3788000,4+2 bed,5 bath,
"3203-251 Jarvis Street, Toronto, ON",485000,1 bed,1 bath,500-599 sqft
"205-5 Shady Golfway, Toronto, ON",519000,2+1 bed,1 bath,900-999 sqft
"416-4060 Lawrence Avenue E, Toronto, ON",410000,2 bed,1 bath,1000-1199 sqft
"701-7 Kenaston Gardens, Toronto, ON",549000,1 bed,1 bath,500-599 sqft
"711-35 Bastion Street, Toronto, ON",,— bed,— bath,— sqft
"221-31 Tippet Road, Toronto, ON",510000,1+1 bed,1 bath,700-799 sqft
"1006-228 Queens Quay, Toronto, ON",599900,1 bed,1 bath,500-599 sqft
"4121-585 Bloor Street E, Toronto, ON",1030000,2+1 bed,2 bath,900-999 sqft
"PARKING P5/2-20 Olive Avenue, Toronto, ON",15000,– bed,– bath,
"PARKING-22 Olive Avenue, Toronto, ON",15000,– bed,– bath,
"217-403 Church Street, Toronto, ON",699000,1+1 bed,1 bath,600-699 sqft
"52-365 Murray Ross Parkway, Toronto, ON",790000,3 bed,3 bath,1400-1599 sqft
"404-11 Charlotte Street, Toronto, ON",597000,1+1 bed,1 bath,500-599 sqft
"6A Steppingstone Trail, Toronto, ON",1589000,3+3 bed,5 bath,2500-3000 sqft
"504-10 Edgecliff Golfway, Toronto, ON",575000,3 bed,2 bath,1200-1399 sqft
"1202-10 Castlefield Avenue, Toronto, ON",3099900,3 bed,3 bath,1600-1799 sqft
"112-11 Applewood Lane, Toronto, ON",599999,2 bed,3 bath,1000-1199 sqft
"419-2522 Keele Street, Toronto, ON",574999,1 bed,2 bath,600-699 sqft
"350 Dundas Street W, Toronto, ON",4500000,– bed,3 bath,
"321-2787 Eglington Avenue, Toronto, ON",649000,2 bed,3 bath,1000-1199 sqft
"47 Eighth Street, Toronto, ON",2188000,3 bed,4 bath,1500-2000 sqft
"14 Morgan Avenue, Toronto, ON",1599900,4 bed,2 bath,1100-1500 sqft
"127 Thirtieth Street, Toronto, ON",1702000,2 bed,2 bath,700-1100 sqft
"2513-66 Forest Manor Road, Toronto, ON",588000,1+1 bed,1 bath,600-699 sqft
"55 Ashmount Crescent, Toronto, ON",2195000,3+1 bed,4 bath,2000-2500 sqft
"93 Willowridge Road, Toronto, ON",1249999,3 bed,3 bath,1100-1500 sqft
"2005-8 Hillcrest Avenue, Toronto, ON",899999,2 bed,2 bath,900-999 sqft
"206-2 Forest Hill Road, Toronto, ON",1899900,1+1 bed,2 bath,900-999 sqft
"102-2 Forest Hill Road, Toronto, ON",3530900,2+1 bed,2 bath,1600-1799 sqft
"1010-17 Bathurst Street, Toronto, ON",699000,1+1 bed,1 bath,600-699 sqft
"2907-2033 Kennedy Road, Toronto, ON",698000,2+1 bed,2 bath,700-799 sqft
"205-185 Alberta Avenue, Toronto, ON",1135000,2 bed,2 bath,700-799 sqft
"203-212 St George Street, Toronto, ON",890000,2 bed,2 bath,1000-1199 sqft
"B-36 Shank Street, Toronto, ON",579000,1 bed,1 bath,600-699 sqft
"6005-14 York Street, Toronto, ON",895000,2 bed,2 bath,700-799 sqft
"2812-115 Mcmahon Drive, Toronto, ON",569000,1+1 bed,1 bath,600-699 sqft
"303-2230 Lake Shore Boulevard W, Toronto, ON",810000,2+1 bed,2 bath,800-899 sqft
"2305-28 Harrison Garden Boulevard, Toronto, ON",639000,2 bed,1 bath,600-699 sqft
"535-83 Mondeo Drive, Toronto, ON",785000,2+1 bed,2 bath,1200-1399 sqft
"409-955 Bay Street, Toronto, ON",679900,2 bed,1 bath,600-699 sqft
"26-23 Island Road, Toronto, ON",659000,3 bed,2 bath,1200-1399 sqft
"1104-65 St Mary Street, Toronto, ON",1300000,2 bed,2 bath,800-899 sqft
"317-250 Lawrence Avenue W, Toronto, ON",698900,1+1 bed,1 bath,500-599 sqft
"1405-81 Wellesley Street E, Toronto, ON",989000,2 bed,2 bath,1000-1199 sqft
"12-16 Mallard Road, Toronto, ON",569000,– bed,– bath,
"42 Agar Crescent, Toronto, ON",2799000,4+1 bed,5 bath,2500-3000 sqft
"74 Kingsview Boulevard, Toronto, ON",1690000,5 bed,3 bath,
"3505-83 Borough Drive, Toronto, ON",649000,2 bed,2 bath,800-899 sqft
"246 Walmer Road, Toronto, ON",1999999,3+1 bed,4 bath,2500-3000 sqft
"1823-111 St Clair Avenue W, Toronto, ON",518000,1 bed,1 bath,500-599 sqft
"237 Rouge Hills Drive, Toronto, ON",1295000,– bed,– bath,< 700 sqft
"323 Ontario Street, Toronto, ON",2299000,5+2 bed,3 bath,2000-2500 sqft
"59 Hill Crescent, Toronto, ON",3995000,2+2 bed,3 bath,< 700 sqft
"750 Huntingwood Drive, Toronto, ON",2199000,– bed,– bath,
"2905-36 Zorra Street, Toronto, ON",649500,2+1 bed,2 bath,700-799 sqft
"750 Huntingwood Drive, Toronto, ON",2199000,– bed,– bath,
"2005 Dundas Street W, Toronto, ON",1979000,– bed,3 bath,
"74 Kingsview Boulevard, Toronto, ON",1690000,5 bed,3 bath,
"1901-87 Peter Street, Toronto, ON",559000,1 bed,1 bath,0-499 sqft
"0-36 Blue Jays Way, Toronto, ON",200000,– bed,– bath,0-499 sqft
"1344 Davenport Road, Toronto, ON",1099999,3+1 bed,3 bath,1100-1500 sqft
"0-36 Blue Jays Way, Toronto, ON",200000,– bed,– bath,0-499 sqft
"2031 Davenport Road, Toronto, ON",969900,3+2 bed,4 bath,1500-2000 sqft
"11 Velma Drive, Toronto, ON",1485000,3+1 bed,2 bath,
