address,price,beds,baths,sqft
"1304-33 Helendale Avenue, Toronto, ON",619000,1+1 ,1 ,600-699 
"126 Sherwood Avenue, Toronto, ON",6650000,4+1 ,5 ,2500-3000 
"152 Wright Avenue, Toronto, ON",2399999,4+2 ,4 ,1500-2000 
"5317-70 Temperance Road, Toronto, ON",759000,2+1 ,2 ,700-799 
"91 Laurel Avenue, Toronto, ON",849000,3+1 ,2 ,700-1100 
"161-28 Stadium Road, Toronto, ON",568888,1 ,1 ,0-499 
"243 Sheldrake Boulevard, Toronto, ON",1199000,3+1 ,2 ,1100-1500 
"1611-1250 Bridletowne Circle, Toronto, ON",399000,2 ,1 ,900-999 
"3001-1080 Bay Street, Toronto, ON",699999,1 ,1 ,600-699 
"9 Percy Street, Toronto, ON",699900,2 ,1 ,700-1100 
"157 Florence Avenue, Toronto, ON",2799000,4+1 ,5 ,2500-3000 
"2005-15 Windermere Avenue, Toronto, ON",855000,2+1 ,2 ,1000-1199 
"2502-300 Front Street W, Toronto, ON",739000,1 ,1 ,500-599 
"510-369 Sorauren Avenue, Toronto, ON",868900,2 ,2 ,700-799 
"536-2791 Eglinton Avenue E, Toronto, ON",399999,1 ,1 ,500-599 
"91 Scenic Mill Way, Toronto, ON",899000,3 ,3 ,1400-1599 
"203-60 Pavane Linkway N/a, Toronto, ON",499990,3+1 ,2 ,1000-1199 
"20 Shaver Avenue N, Toronto, ON",2238000,4+1 ,4 ,2500-3000 
"606-510 King Street E, Toronto, ON",689000,1+1 ,1 ,600-699 
"1211-150 Fairview Mall Drive, Toronto, ON",648000,2 ,1 ,700-799 
"202-393 King Street E, Toronto, ON",849000,2 ,2 ,800-899 
"8 Brumwell Street, Toronto, ON",1249000,3 ,2 ,1100-1500 
"3505-8 Charlotte Street, Toronto, ON",1924900,3+1 ,3 ,1600-1799 
"510-335 Lonsdale Road, Toronto, ON",535000,1 ,1 ,700-799 
"105 Pembroke Street, Toronto, ON",1250000,– ,6 ,100+ years old
"3048 Dundas Street W, Toronto, ON",4750000,– ,– ,
"3048 Dundas Street W, Toronto, ON",4750000,– ,– ,
"1604-199 Richmond Street W, Toronto, ON",749900,2 ,2 ,700-799 
"2710-81 Navy Wharf Court, Toronto, ON",868000,2+1 ,2 ,900-999 
"3048 Dundas Street W, Toronto, ON",4750000,– ,– ,
"1173 Islington Avenue E, Toronto, ON",985000,2+1 ,2 ,700-1100 
"105 Pembroke Street, Toronto, ON",1250000,– ,6 ,100+ years old
"303-29 Rosebank Drive, Toronto, ON",799000,3 ,3 ,1800-1999 
"54 Bonis Avenue, Toronto, ON",838000,3+1 ,4 ,1400-1599 
"1711-40 Homewood Avenue, Toronto, ON",342900,– ,1 ,0-499 
"28 Hudson Drive, Toronto, ON",6100000,7 ,6 ,3500-5000 
"45 O'hara Avenue, Toronto, ON",1699999,4+1 ,4 ,1500-2000 
"112-88 Colgate Avenue, Toronto, ON",625000,1 ,1 ,500-599 
"118 Eastwood Road, Toronto, ON",2300000,7 ,5 ,3000-3500 
"41 Doncaster Avenue, Toronto, ON",1599000,4+1 ,4 ,1500-2000 
"6 Ravenrock Court, Toronto, ON",978000,3+3 ,2 ,1100-1500 
"6 Nagel Road, Toronto, ON",988000,3 ,1 ,700-1100 
"25 Mackinac Crescent, Toronto, ON",749000,3 ,2 ,1100-1500 
"1608-25 Town Centre Court, Toronto, ON",,— ,— ,— 
"53 Flamborough Drive, Toronto, ON",1129900,3+1 ,2 ,1100-1500 
"257 Prescott Avenue, Toronto, ON",1079900,3+1 ,2 ,700-1100 
"262 Jane Street, Toronto, ON",1050000,– ,– ,
"59 Mcmurrich Street, Toronto, ON",1869900,3 ,3 ,2000-2249 
"46 Macdonell Avenue, Toronto, ON",1399950,4+1 ,2 ,< 700 
"53 Regency Square, Toronto, ON",1350000,3 ,2 ,1500-2000 
"171 Beechwood Avenue, Toronto, ON",5248000,5+1 ,8 ,5000 + 
"14 Frey Crescent, Toronto, ON",998900,3+3 ,2 ,700-1100 
"400 Euclid Avenue, Toronto, ON",4450000,– ,– ,
"75 Alder Crescent, Toronto, ON",1149900,3 ,2 ,1100-1500 
"508-233 Beecroft Road, Toronto, ON",780000,2+1 ,2 ,900-999 
"43 Tamarack Circle, Toronto, ON",949998,2+1 ,3 ,1400-1599 
"263 Oak Park Avenue, Toronto, ON",2280000,6 ,3 ,2000-2500 
"318-20 Blue Jays Way, Toronto, ON",1089000,2+1 ,2 ,1000-1199 
"353 Briar Hill Avenue, Toronto, ON",3199990,3+1 ,4 ,2000-2500 
"15 Penetang Crescent, Toronto, ON",899999,1+1 ,2 ,700-1100 
"113 Coldstream Avenue, Toronto, ON",9995000,4+1 ,8 ,5000 + 
"1039 Bathurst Street, Toronto, ON",2150000,– ,– ,
"641 Mount Pleasant Road, Toronto, ON",3295000,– ,– ,
"794 The Queensway N/a, Toronto, ON",1199000,1+2 ,2 ,< 700 
"TH 10-8 Rean Drive, Toronto, ON",1398000,4 ,4 ,2250-2499 
"810-50 Wellesley Street E, Toronto, ON",749000,2 ,2 ,700-799 
"304-609 Avenue Road, Toronto, ON",1349000,3 ,3 ,1000-1199 
"4005-70 Annie Craig Drive, Toronto, ON",1139800,2 ,2 ,1000-1199 
"402-20 Southport Street, Toronto, ON",499900,1+1 ,1 ,700-799 
"69 Jasper Avenue, Toronto, ON",819999,3+1 ,2 ,1100-1500 
"113 Cambridge Avenue, Toronto, ON",1899000,3 ,3 ,1500-2000 
"387 Elm Road, Toronto, ON",1799000,3+1 ,3 ,1100-1500 
"2 Hilldale Road, Toronto, ON",649000,1 ,1 ,700-1100 
"180 Beatrice Street, Toronto, ON",2239000,5+2 ,3 ,1500-2000 
"1603-395 Bloor Street E, Toronto, ON",479900,1 ,1 ,0-499 
"2401-10 Inn On The Park Drive, Toronto, ON",1788000,3 ,3 ,1600-1799 
"2433W-135 Lower Sherbourne Street, Toronto, ON",789000,2 ,2 ,700-799 
"7-75 Markham Street, Toronto, ON",1399000,2 ,2 ,1400-1599 
"54 Oakridge Drive, Toronto, ON",869900,4 ,1 ,1500-2000 
"717-1070 Sheppard Avenue W, Toronto, ON",559000,1+1 ,1 ,700-799 
"446 Elm Road, Toronto, ON",3698000,4+1 ,4 ,2500-3000 
"606-44 Longbourne Drive, Toronto, ON",369900,1 ,1 ,800-899 
"502-7 Michael Power Place, Toronto, ON",579000,2 ,1 ,800-899 
"104 Ossington Avenue, Toronto, ON",3999900,– ,– ,
"1607-185 Legion Road N, Toronto, ON",749000,2 ,2 ,1000-1199 
"PH09W-1928 Lake Shore Boulevard W, Toronto, ON",1550000,3 ,3 ,1400-1599 
"209-260 Merton Street, Toronto, ON",649900,1+1 ,1 ,700-799 
"811-180 Markham Road, Toronto, ON",499900,3 ,2 ,1200-1399 
"658 Davenport Road, Toronto, ON",1459800,3+2 ,2 ,1100-1500 
"403-55 Lorindale Avenue, Toronto, ON",1098000,2+1 ,2 ,1000-1199 
"1502-95 Bathurst Street, Toronto, ON",1929000,2+1 ,2 ,1400-1599 
"130-1 Benvenuto Place, Toronto, ON",1975000,2+1 ,2 ,1400-1599 
"407-475 The West Mall N/a, Toronto, ON",649900,3 ,2 ,1200-1399 
"35 Glenlake Avenue, Toronto, ON",1099000,3 ,2 ,1500-2000 
"49 Glenthorne Drive, Toronto, ON",1688000,4+4 ,8 ,3000-3500 
"29 Cliffcrest Drive, Toronto, ON",4295000,4 ,6 ,3500-5000 
"112 Billings Avenue, Toronto, ON",1399900,3+2 ,4 ,1500-2000 
"9 Millcar Drive, Toronto, ON",1049000,4+1 ,4 ,1500-2000 
"533-35 Viking Lane, Toronto, ON",730000,2 ,2 ,900-999 
"812-61 Heintzman Street, Toronto, ON",619000,1+1 ,1 ,600-699 
"1406-438 Richmond Street W, Toronto, ON",899000,1+1 ,2 ,800-899 
"1210-15 Windermere Avenue, Toronto, ON",979900,2+1 ,2 ,1000-1199 
"58 Greylawn Crescent, Toronto, ON",999000,3+2 ,4 ,700-1100 
"46 Hurlingham Crescent, Toronto, ON",1999000,3+1 ,3 ,2000-2500 
"67 Lavender Road, Toronto, ON",899900,3+2 ,2 ,700-1100 
"3014-300 Front Street W, Toronto, ON",684900,1 ,1 ,600-699 
"36 Seventh Street, Toronto, ON",820000,2 ,1 ,700-1100 
"54 Portico Drive, Toronto, ON",899000,3+2 ,2 ,1100-1500 
"48 Thirteenth Street, Toronto, ON",999000,2+1 ,2 ,700-1100 
"35 Edith Avenue, Toronto, ON",1099000,2 ,2 ,700-1100 
"40 Warren Road, Toronto, ON",5895000,5 ,5 ,3000-3500 
"31 George Henry Boulevard, Toronto, ON",3188000,5+1 ,4 ,3500-5000 
"13-210 Manitoba Street, Toronto, ON",955000,3 ,3 ,1400-1599 
"2006-909 Bay Street, Toronto, ON",719900,1+1 ,2 ,700-799 
"136 Cheltenham Avenue, Toronto, ON",,— ,— ,— 
"902-62 Wellesley Street W, Toronto, ON",1250000,2+2 ,2 ,1400-1599 
"2706-1 Bloor Street E, Toronto, ON",808000,1+1 ,1 ,600-699 
"104 Ossington Avenue, Toronto, ON",3999900,– ,– ,
"96-384 Yonge Street, Toronto, ON",280000,– ,– ,
"824-2 Eva Road, Toronto, ON",549000,2 ,2 ,700-799 
"3 Seventeenth Street, Toronto, ON",1299000,3+1 ,3 ,1500-2000 
"1509-125 Western Battery Road, Toronto, ON",685000,1+1 ,2 ,700-799 
"385-387 Carlingview Drive, Toronto, ON",39000000,– ,– ,
"910-20 Guildwood Parkway, Toronto, ON",779900,2+1 ,2 ,1000-1199 
"113 Trinity Street, Toronto, ON",1849800,3+1 ,4 ,1500-2000 
"41 Treeview Drive, Toronto, ON",999000,2+1 ,2 ,700-1100 
"2 Citadel Drive, Toronto, ON",1098000,2+1 ,2 ,1100-1500 
"156 Eastwood Road, Toronto, ON",1489900,3+1 ,3 ,1100-1500 
"799 Midland Avenue, Toronto, ON",2499999,2+2 ,3 ,1100-1500 
"57 Castle Frank Road, Toronto, ON",3499000,4+1 ,4 ,2000-2500 
"30 Nottingham Drive, Toronto, ON",3250000,4+1 ,5 ,3000-3500 
"801 Midland Avenue, Toronto, ON",1,3+1 ,3 ,1100-1500 
"1005-87 Peter Street, Toronto, ON",529000,1 ,1 ,500-599 
"1112-62 Forest Manor Road, Toronto, ON",499999,1 ,1 ,500-599 
"309-20 Southport Street, Toronto, ON",514900,1+1 ,1 ,600-699 
"290 Laird Drive, Toronto, ON",1550000,2 ,2 ,700-1100 
"238 Epsom Downs Drive, Toronto, ON",1100000,3+1 ,2 ,700-1100 
"198 Bathurst Street, Toronto, ON",1099000,– ,– ,
"A14-296 Mill Road, Toronto, ON",610000,2 ,2 ,1000-1199 
"3102-70 Town Centre Court, Toronto, ON",600000,3 ,2 ,900-999 
"1712-18 Holmes Avenue, Toronto, ON",558000,1 ,1 ,500-599 
"1907-40 Richview Road, Toronto, ON",629900,2 ,2 ,1400-1599 
"2212-18 Yonge Street, Toronto, ON",779000,2 ,2 ,800-899 
"1604-18 Harrison Garden Boulevard, Toronto, ON",599000,2 ,2 ,700-799 
"23 Sevenoaks Avenue, Toronto, ON",1450000,3 ,2 ,1100-1500 
"43 Sergio Marchi Street, Toronto, ON",825000,3+1 ,4 ,1500-2000 
"434 Westmount Avenue, Toronto, ON",1249000,3+1 ,3 ,1100-1500 
"464 Hillsdale Avenue E, Toronto, ON",899000,2 ,3 ,1100-1500 
"77 Highbourne Road, Toronto, ON",,— ,— ,— 
"54 Arundel Avenue, Toronto, ON",899999,2 ,1 ,1100-1500 
"206-18 Hollywood Avenue, Toronto, ON",628800,1+1 ,1 ,900-999 
"7-120 Glen Manor Drive, Toronto, ON",999900,2 ,2 ,1000-1199 
"103W-500 Queens Quay W, Toronto, ON",,— ,— ,— 
"508-92 King Street E, Toronto, ON",799000,2 ,2 ,900-999 
"3105-30 Roehampton Avenue, Toronto, ON",631000,2 ,2 ,700-799 
"15 Glen Springs Drive, Toronto, ON",699000,3+1 ,3 ,1200-1399 
"305-1055 Bay Street, Toronto, ON",729000,2 ,2 ,1000-1199 
"103W-500 Queens Quay W, Toronto, ON",,— ,— ,— 
"526-250 Wellington Street W, Toronto, ON",479900,1 ,1 ,500-599 
"47 Danville Drive S, Toronto, ON",5999000,4+2 ,6 ,3500-5000 
"224 Brookdale Avenue, Toronto, ON",1499000,3 ,2 ,1100-1500 
"86 Dalhousie Street, Toronto, ON",,—,— ,
"302-78 Tecumseth Street, Toronto, ON",659900,2 ,1 ,700-799 
"86 Dalhousie Street, Toronto, ON",,—,— ,
"2805-115 Blue Jays Way, Toronto, ON",829900,2+1 ,2 ,700-799 
"50 Chestnut Crescent, Toronto, ON",889900,3+1 ,3 ,700-1100 
"9 Dixington Crescent, Toronto, ON",999000,4 ,2 ,1500-2000 
"33 Ignatius Lane, Toronto, ON",844000,3 ,3 ,1100-1500 
"22 Rupert Street, Toronto, ON",889000,3 ,2 ,700-1100 
"123 Havelock Street, Toronto, ON",3395000,4+2 ,4 ,3000-3500 
"702-185 Roehampton Avenue, Toronto, ON",995000,2 ,3 ,1000-1199 
"3510-20 Shore Breeze Drive, Toronto, ON",1150000,2 ,2 ,1000-1199 
"B1-246 Logan Avenue, Toronto, ON",49999,– ,– ,0-499 
"673 Kingston Road, Toronto, ON",,— ,— ,— 
"92 Eastville Avenue, Toronto, ON",849000,2+2 ,2 ,700-1100 
"228-231 Fort York Boulevard, Toronto, ON",739000,2 ,2 ,800-899 
"9 Euclid Avenue, Toronto, ON",799999,3 ,1 ,700-1100 
"319-330 Richmond Street W, Toronto, ON",658900,1+1 ,1 ,600-699 
"205-889 Bay Street, Toronto, ON",738880,2 ,1 ,800-899 
"11-55 Cedarcroft Boulevard, Toronto, ON",769000,3 ,2 ,1200-1399 
"1210-180 Fairview Mall Drive, Toronto, ON",529000,1+1 ,1 ,500-599 
"1716-30 Shore Breeze Drive, Toronto, ON",829000,2 ,2 ,800-899 
"71 College Crescent, Toronto, ON",699000,6 ,2 ,
"4 Fletcher Place, Toronto, ON",999000,3+1 ,2 ,700-1100 
"22A Lewis Street, Toronto, ON",1189000,2+1 ,2 ,1500-2000 
"47 Elphick Lane, Toronto, ON",750000,2 ,2 ,1100-1500 
"79 Mendelssohn Street, Toronto, ON",865000,3 ,2 ,1100-1500 
"922-35 Ormskirk Avenue, Toronto, ON",719000,3 ,1 ,1000-1199 
"20 Bruce Farm Drive, Toronto, ON",2098000,4 ,3 ,2000-2500 
"4010-295 Adelaide Street W, Toronto, ON",575000,1 ,1 ,500-599 
"468-209 Fort York Boulevard, Toronto, ON",469000,1 ,1 ,500-599 
"2510-5162 Yonge Street S, Toronto, ON",657000,1 ,1 ,500-599 
"1011-50 Town Centre Court, Toronto, ON",529900,1+1 ,1 ,600-699 
"2309-2 Anndale Drive, Toronto, ON",680000,1+1 ,1 ,600-699 
"2201-50 Ann O'reilly Road, Toronto, ON",570000,2 ,2 ,600-699 
"1505-2181 Yonge Street, Toronto, ON",998000,2+1 ,2 ,1200-1399 
"416 Kenneth Avenue, Toronto, ON",1250000,3+1 ,3 ,1500-2000 
"75 Barrydale Crescent, Toronto, ON",2390000,4+2 ,4 ,2500-3000 
"247 Highfield Road, Toronto, ON",999000,3+1 ,2 ,1100-1500 
"21 Guildpark Pathway, Toronto, ON",849900,3+1 ,3 ,1200-1399 
"303-25 Stafford Street, Toronto, ON",1249000,2+1 ,2 ,1000-1199 
"4210-55 Cooper Street, Toronto, ON",788000,1+1 ,1 ,600-699 
"224-3560 St Clair Avenue E, Toronto, ON",595000,3 ,2 ,900-999 
"741-26 Gibbs Road, Toronto, ON",399000,2+1 ,2 ,800-899 
"1006-319 Jarvis Street, Toronto, ON",568000,1+1 ,1 ,500-599 
"602-501 St. Clair Avenue W, Toronto, ON",525000,1 ,1 ,500-599 
"106-80 Orchid Place Drive, Toronto, ON",525000,2 ,2 ,800-899 
"308-1048 Broadview Ave Avenue, Toronto, ON",795000,2 ,2 ,
"98 Benjamin Boake Trail, Toronto, ON",899900,4 ,2 ,1500-2000 
"414 Kenneth Avenue, Toronto, ON",1499800,2 ,1 ,700-1100 
"5 Charlemagne Drive, Toronto, ON",3377000,4+2 ,7 ,3500-5000 
"38 Roblin Avenue, Toronto, ON",2185000,4+1 ,4 ,2000-2500 
"291 Gilbert Avenue, Toronto, ON",1449000,3+1 ,4 ,1500-2000 
"TH9-1031 Midland Avenue, Toronto, ON",687700,3 ,3 ,1100-1500 
"1003-5001 Finch Avenue E, Toronto, ON",460000,1 ,1 ,600-699 
"1313-155 Legion Road N, Toronto, ON",599900,2 ,2 ,700-799 
"9C-8 Rosebank Drive, Toronto, ON",499999,2 ,2 ,800-899 
"1007-70 Alexander Street, Toronto, ON",579900,2 ,2 ,1000-1199 
"514-1 Rowntree Road, Toronto, ON",619000,2 ,2 ,1200-1399 
"921-233 Beecroft Road, Toronto, ON",510000,1 ,1 ,500-599 
"12 Wheeler Avenue, Toronto, ON",1999000,3+1 ,4 ,1500-2000 
"88 Gradwell Drive, Toronto, ON",1699000,3+1 ,4 ,1500-2000 
"607-1470 Midland Avenue, Toronto, ON",529000,2 ,2 ,800-899 
"69 Midland Avenue, Toronto, ON",1599000,3+1 ,3 ,1500-2000 
"2 Compton Drive, Toronto, ON",,— ,— ,— 
"197-760 Lawrence Avenue W, Toronto, ON",499900,1+1 ,1 ,600-699 
"1401-250 Queens Quay W, Toronto, ON",659900,1 ,1 ,800-899 
"151 Dewbourne Avenue, Toronto, ON",4795000,4+1 ,6 ,3000-3500 
"24 Heather Road, Toronto, ON",3595000,4+1 ,3 ,2500-3000 
"1012-25 Neighbourhood Lane, Toronto, ON",744900,2+1 ,2 ,800-899 
"2017-585 Bloor Street E, Toronto, ON",816000,2 ,2 ,800-899 
"B2-142 Pears Avenue, Toronto, ON",1455000,2+1 ,3 ,1400-1599 
"208-2603 Bathurst Street, Toronto, ON",489000,1 ,1 ,900-999 
"337 Winona Drive, Toronto, ON",1399000,3+1 ,2 ,1100-1500 
"660R College Street, Toronto, ON",2250000,– ,2 ,2500-3000 
"439-58 Marine Parade Drive, Toronto, ON",649000,1+1 ,1 ,700-799 
"16 Frith Road, Toronto, ON",1099000,3+2 ,2 ,1100-1500 
"3202-195 Redpath Avenue, Toronto, ON",480000,1 ,1 ,0-499 
"344 Glebemount Avenue, Toronto, ON",1999999,4+1 ,4 ,2000-2500 
"31 Scarden Avenue, Toronto, ON",1248000,3 ,2 ,1500-2000 
"1923-77 Maitland Place, Toronto, ON",649000,2 ,2 ,700-799 
"224-2 Old Mill Drive, Toronto, ON",849900,1+1 ,2 ,800-899 
"2603-10 Eva Road, Toronto, ON",599990,1+1 ,1 ,600-699 
"323-3220 Sheppard Avenue E, Toronto, ON",449999,1+1 ,2 ,700-799 
"227-2737 Keele Street, Toronto, ON",299900,– ,1 ,0-499 
"4606-319 Jarvis Street, Toronto, ON",689999,1+1 ,1 ,500-599 
"45 Boyce Avenue, Toronto, ON",1700000,3+2 ,4 ,2000-2500 
"904-90 Dale Avenue, Toronto, ON",575000,2 ,2 ,1000-1199 
"908-30 Canterbury Place, Toronto, ON",588888,2+1 ,2 ,900-999 
"72 St. Patrick Street, Toronto, ON",668000,1+1 ,1 ,800-899 
"413-61 Markbrook Lane, Toronto, ON",494900,1 ,2 ,800-899 
"806-458 Richmond Street W, Toronto, ON",498000,1 ,1 ,0-499 
"503-75 Emmett Avenue, Toronto, ON",699000,3+1 ,2 ,1600-1799 
"8 Hunting Ridge, Toronto, ON",1875000,4+1 ,4 ,2000-2500 
"322 East Avenue, Toronto, ON",1099000,3+1 ,2 ,1100-1500 
"80 Marion Street, Toronto, ON",2349000,5+2 ,6 ,2500-3000 
"72 St. Patrick Street, Toronto, ON",668000,1+1 ,1 ,800-899 
"1804-295 Adelaide Street W, Toronto, ON",1099000,2 ,2 ,1000-1199 
"602-49 East Liberty Street, Toronto, ON",699900,2+1 ,2 ,700-799 
"49 Valhalla Boulevard, Toronto, ON",789000,1+1 ,2 ,700-1100 
"22 Vivian Road, Toronto, ON",1299999,4+2 ,4 ,2000-2500 
"18 Alton Avenue, Toronto, ON",999000,2 ,2 ,700-1100 
"4606-2221 Yonge Street, Toronto, ON",399990,1 ,1 ,500-599 
"203-1785 Eglinton Avenue E, Toronto, ON",489900,2 ,2 ,800-899 
"329 Glen Road, Toronto, ON",2395000,1+1 ,3 ,1100-1500 
"8 Hanley Street, Toronto, ON",1198000,3+1 ,2 ,1100-1500 
"24 Bradstone Square, Toronto, ON",829000,4+1 ,3 ,1500-2000 
"171 Brookside Avenue, Toronto, ON",1899900,5+1 ,5 ,2000-2500 
"11 Midcroft Drive, Toronto, ON",999000,3+1 ,2 ,1100-1500 
"134 Greenwich Square, Toronto, ON",749000,3+1 ,3 ,1500-2000 
"18 Lupin Drive, Toronto, ON",999000,3+1 ,2 ,1100-1500 
"108 Madawaska Avenue, Toronto, ON",2149000,7 ,5 ,3000-3500 
"721-650 Queens Quay W, Toronto, ON",318000,– ,1 ,0-499 
"299-55 Collingsgrove Road, Toronto, ON",599900,3+1 ,2 ,900-999 
"1405-218 Queens Quay W, Toronto, ON",559000,1 ,1 ,500-599 
"2910-5 Massey Square, Toronto, ON",485000,2 ,1 ,1000-1199 
"902-1901 Yonge Street, Toronto, ON",729800,2 ,2 ,800-899 
"1008-10 Meadowglen Place, Toronto, ON",498000,1+1 ,1 ,600-699 
"2410-12 York Street, Toronto, ON",679000,2+1 ,2 ,700-799 
"3515-15 Iceboat Terrace, Toronto, ON",,— ,— ,— 
"1-1356 Bathurst Street, Toronto, ON",1299900,3 ,2 ,1600-1799 
"2004-255 Village Green Square, Toronto, ON",529800,1+1 ,2 ,600-699 
"134 Pendrith Street, Toronto, ON",1748000,4+2 ,4 ,2000-2500 
"34 Glen Belle Crescent, Toronto, ON",1549000,3 ,2 ,700-1100 
"73 Spruce Hill Road, Toronto, ON",2100000,4 ,3 ,2000-2500 
"488 St. Clements Avenue, Toronto, ON",2049000,3+1 ,2 ,1500-2000 
"35-43 Sheppard Avenue E, Toronto, ON",,— ,— ,— 
"845 College Street, Toronto, ON",2099000,– ,– ,
"503-401 Queens Quay W, Toronto, ON",1195000,1+1 ,2 ,1200-1399 
"501-2118 Bloor Street W, Toronto, ON",1119000,2+1 ,2 ,900-999 
"1709-60 Shuter Street, Toronto, ON",497000,1 ,1 ,0-499 
"3902-21 Iceboat Terrace, Toronto, ON",,— ,— ,— 
"3505-100 Dalhousie Street, Toronto, ON",449900,1 ,1 ,0-499 
"1705-30 Grand Trunk Crescent, Toronto, ON",579900,1+1 ,1 ,600-699 
"11-3890 Bloor Street W, Toronto, ON",925000,2 ,2 ,1200-1399 
"702-205 The Donway N/a W, Toronto, ON",619000,1+1 ,1 ,600-699 
"17 Munro Boulevard, Toronto, ON",2450000,3+1 ,2 ,1100-1500 
"24 Viamede Crescent, Toronto, ON",2099000,3+1 ,3 ,1100-1500 
"S319-35 Rolling Mills Road, Toronto, ON",514900,1+1 ,1 ,500-599 
"1603-120 Parliament Street, Toronto, ON",549988,2 ,1 ,600-699 
"14 Dorine Crescent, Toronto, ON",999000,3+2 ,3 ,700-1100 
"1012-430 Mclevin Avenue, Toronto, ON",498000,2 ,2 ,1000-1199 
"23 Alhart Drive, Toronto, ON",899900,3+1 ,2 ,1100-1500 
"33 Frank Faubert Drive, Toronto, ON",989888,3 ,4 ,1100-1500 
"164 Woodfern Drive, Toronto, ON",839900,3 ,2 ,700-1100 
"412-27 Bathurst Street, Toronto, ON",447000,– ,1 ,0-499 
"83 Northern Dancer Boulevard, Toronto, ON",3650000,3+1 ,4 ,2500-3000 
"58 Farningham Crescent, Toronto, ON",2899000,4+2 ,5 ,2500-3000 
"N505-120 Bayview Avenue, Toronto, ON",868000,2 ,2 ,900-999 
"214 Armour Boulevard, Toronto, ON",1999000,4+1 ,3 ,2000-2500 
"121-2 Old Mill Drive, Toronto, ON",624900,1 ,1 ,600-699 
"1690-1 Greystone Walk Drive, Toronto, ON",574900,2+1 ,2 ,1000-1199 
"69 Fairglen Avenue, Toronto, ON",1628000,4+1 ,3 ,2500-3000 
"6609-388 Yonge Street, Toronto, ON",999000,2+1 ,2 ,1200-1399 
"3104-56 Annie Craig Drive, Toronto, ON",499000,1+1 ,1 ,600-699 
"206-10 Wellesley Place S, Toronto, ON",609000,1 ,1 ,600-699 
"309-4062 Lawrence Avenue E, Toronto, ON",349800,2 ,1 ,1000-1199 
"210-1285 Queen Street E, Toronto, ON",959000,3 ,2 ,900-999 
"1924-165 Legion Road, Toronto, ON",599999,2 ,2 ,800-899 
"2503-170 Fort York Boulevard, Toronto, ON",464999,1 ,1 ,500-599 
"368 Hollyberry Trail, Toronto, ON",799000,3+2 ,3 ,1100-1500 
"45 Albacore Crescent S, Toronto, ON",,— ,— ,— 
"3302-120 Homewood Avenue, Toronto, ON",623500,1+1 ,1 ,600-699 
"1205-170 Fort York Boulevard, Toronto, ON",412500,1 ,1 ,0-499 
"12A Kenmore Avenue, Toronto, ON",1079000,4+3 ,3 ,1500-2000 
"59A Westona Street, Toronto, ON",1325000,3 ,3 ,2000-2500 
"46 Rossburn Drive, Toronto, ON",1299900,3+1 ,2 ,1100-1500 
"137 Milton Street, Toronto, ON",1699999,4+1 ,5 ,2000-2500 
"3603-70 Forest Manor Road, Toronto, ON",,— ,— ,— 
"833-36 Via Bagnato N/a, Toronto, ON",785000,3 ,3 ,900-999 
"506-825 Church Street, Toronto, ON",650000,1 ,1 ,500-599 
"1510-8 Tippett Road, Toronto, ON",688000,2 ,2 ,800-899 
"1143-5 Everson Drive, Toronto, ON",638800,2 ,2 ,900-999 
"2805-115 Mcmahon Drive, Toronto, ON",685000,2 ,1 ,700-799 
"419-15 Queens Quay E, Toronto, ON",688000,1 ,1 ,500-599 
"30 Kilbarry Road, Toronto, ON",2799000,3+1 ,4 ,1500-2000 
"3808-19 Grand Trunk Crescent E, Toronto, ON",490000,1+1 ,1 ,600-699 
"20 Burnt Bark Drive, Toronto, ON",1229000,4+2 ,4 ,2000-2500 
"3 Belmuir Place, Toronto, ON",800000,– ,– ,
"5 Mossom Place, Toronto, ON",3695000,4+3 ,3 ,2500-3000 
"906-2212 Lake Shore Boulevard W, Toronto, ON",669000,2 ,2 ,700-799 
"517-591 Sheppard Avenue E, Toronto, ON",589000,1+1 ,2 ,600-699 
"218-20 Minowan Miikan Lane, Toronto, ON",599900,2 ,2 ,600-699 
"158 Spenvalley Drive, Toronto, ON",,— ,— ,— 
"90 Avondale Avenue, Toronto, ON",1199000,2+1 ,2 ,1100-1500 
"68 Bickerton Crescent, Toronto, ON",1300000,5 ,4 ,2000-2500 
"81A St Andrews Boulevard, Toronto, ON",1259000,4 ,4 ,2500-3000 
"72 Ayers Crescent, Toronto, ON",,— ,— ,— 
"2112-7 Concorde Place, Toronto, ON",529000,1 ,1 ,600-699 
"115 Marcos Boulevard, Toronto, ON",1099000,3+2 ,2 ,1100-1500 
"1506-390 Cherry Street, Toronto, ON",519000,1+1 ,1 ,500-599 
"705-70 Town Centre Court, Toronto, ON",540000,1+1 ,1 ,700-799 
"5207-88 Scott Street, Toronto, ON",979000,1 ,2 ,700-799 
"98 Natal Avenue, Toronto, ON",899900,3+2 ,3 ,1100-1500 
"74-100 Bridletowne Circle, Toronto, ON",790000,3 ,3 ,1200-1399 
"683 Weston Road, Toronto, ON",950000,3 ,2 ,
"28 Stevenwood Road, Toronto, ON",980000,4 ,3 ,1500-2000 
"1705-260 Doris Avenue, Toronto, ON",499000,2 ,2 ,900-999 
"1103-32 Forest Manor Road, Toronto, ON",438000,1+1 ,1 ,500-599 
"1803-15 Mercer Street, Toronto, ON",518800,1 ,1 ,0-499 
