address,price,beds,baths,sqft
"16 Faith Avenue, Toronto, ON",1999900,3+1 ,2 ,1100-1500 
"69 Boulderbrook Drive, Toronto, ON",1498000,5+1 ,4 ,3500-5000 
"1902-50 Thomas Riley Road, Toronto, ON",706000,2 ,2 ,800-899 
"64A Tisdale Avenue, Toronto, ON",1100000,3+1 ,3 ,1100-1500 
"5 Parr Street, Toronto, ON",1349000,5+1 ,4 ,1500-2000 
"14 Hillock Place, Toronto, ON",1198888,4+3 ,6 ,2500-3000 
"49 Greendowns Drive, Toronto, ON",,— ,— ,— 
"E501-555 Wilson Avenue, Toronto, ON",586000,1+1 ,2 ,700-799 
"275-279 Old Kingston Road, Toronto, ON",2999888,– ,– ,
"710-2088 Lawrence Avenue W, Toronto, ON",494900,1 ,1 ,700-799 
"612-11 Lee Centre Drive, Toronto, ON",549900,2 ,2 ,900-999 
"16 Kingslake Road, Toronto, ON",1498000,4+3 ,6 ,1500-2000 
"243-222 Spadina Avenue, Toronto, ON",85000,– ,– ,
"618-20 Joe Shuster Way, Toronto, ON",499990,2 ,2 ,700-799 
"344 Maplehurst Avenue, Toronto, ON",1299000,6 ,3 ,2500-3000 
"1001-18 Harbour Street, Toronto, ON",775000,2 ,2 ,800-899 
"201-859 The Queensway N/a, Toronto, ON",679900,1+1 ,2 ,700-799 
"1230-5 Mabelle Avenue, Toronto, ON",489000,1 ,1 ,500-599 
"4-8 Liszt Gate, Toronto, ON",939000,3 ,2 ,1200-1399 
"4307-251 Jarvis Street, Toronto, ON",399000,– ,1 ,0-499 
"1905-30 Meadowglen Place, Toronto, ON",649000,2+1 ,2 ,800-899 
"411-3 Mcalpine Street, Toronto, ON",775000,1 ,1 ,1000-1199 
"214-1346 Danforth Road, Toronto, ON",569900,2 ,2 ,700-799 
"PH01-650 King Street W, Toronto, ON",3499000,2 ,3 ,2000-2249 
"5372-5374 Yonge Street, Toronto, ON",5990000,– ,– ,
"912-1070 Sheppard Avenue W, Toronto, ON",560000,1+1 ,1 ,700-799 
"111 Strathallan Boulevard, Toronto, ON",4495000,5 ,5 ,2500-3000 
"31 Brownstone Lane, Toronto, ON",1729000,3+1 ,4 ,2000-2500 
"6 Hillholm Road, Toronto, ON",5559000,4+1 ,7 ,3500-5000 
"5376 Yonge Street, Toronto, ON",5000000,– ,– ,
"29 Junewood Crescent, Toronto, ON",6880000,4+1 ,7 ,5000 + 
"402-31 Tippett Road, Toronto, ON",799999,3+1 ,2 ,1000-1199 
"22-24 Westlake Crescent, Toronto, ON",2300000,– ,– ,< 700 
"96 Third Street, Toronto, ON",1229000,2+1 ,2 ,700-1100 
"611-16 Mcadam Avenue, Toronto, ON",479900,1+1 ,1 ,500-599 
"931-251 Jarvis Street, Toronto, ON",399900,1 ,1 ,0-499 
"1902-70 Town Centre Court, Toronto, ON",699000,3 ,2 ,900-999 
"1009-625 The West Mall N/a, Toronto, ON",549000,2+1 ,2 ,1000-1199 
"1622-551 The West Mall N/a, Toronto, ON",490000,2 ,1 ,1000-1199 
"101-1 Sudbury Street, Toronto, ON",699000,2 ,1 ,700-799 
"913-1055 Bay Street, Toronto, ON",499900,1+1 ,1 ,0-499 
"50 Dorset Road, Toronto, ON",1999000,4 ,5 ,2000-2500 
"5511-55 Cooper Street, Toronto, ON",1880000,3 ,3 ,1600-1799 
"612 Gerrard Street E, Toronto, ON",1499000,2+2 ,3 ,2000-2500 
"612 Gerrard Street E, Toronto, ON",1499000,2+2 ,3 ,2000-2500 
"907-3121 Sheppard Avenue N/a E, Toronto, ON",529000,1+1 ,1 ,500-599 
"2109-70 Forest Manor Road, Toronto, ON",528000,1 ,1 ,500-599 
"21 King High Avenue, Toronto, ON",1599000,3+2 ,4 ,2000-2500 
"5 Laura Ellis Court, Toronto, ON",1999999,5 ,5 ,2500-3000 
"1614-705 King Street W, Toronto, ON",589900,1+1 ,1 ,700-799 
"605-40 Panorama Court, Toronto, ON",519000,2 ,1 ,900-999 
"2807-15 Holmes Avenue, Toronto, ON",499000,1 ,1 ,0-499 
"22 Merkley Square, Toronto, ON",1050000,4+1 ,2 ,1500-2000 
"1707-30 Inn On The Park Drive, Toronto, ON",658000,1+1 ,1 ,600-699 
"801-2600 Bathurst Street, Toronto, ON",1995000,3 ,2 ,2000-2249 
"1-70 Eastwood Park Gardens, Toronto, ON",529999,1+1 ,1 ,600-699 
"1706-1461 Lawrence Avenue W, Toronto, ON",615000,2 ,2 ,600-699 
"33 Lanark Avenue, Toronto, ON",2499000,6+2 ,5 ,2500-3000 
"706-51 East Liberty Street, Toronto, ON",739900,2 ,2 ,700-799 
"921-155 Dalhousie Street, Toronto, ON",1199000,2+1 ,2 ,1600-1799 
"1802-20 Brin Drive, Toronto, ON",749000,2 ,2 ,700-799 
"606-20 Richardson Street, Toronto, ON",429999,– ,1 ,0-499 
"PH 32-155 Dalhousie Street, Toronto, ON",739000,2 ,1 ,1000-1199 
"5372-5376 Yonge Street, Toronto, ON",10990000,– ,– ,
"410-30 Tretti Way, Toronto, ON",599000,2 ,2 ,500-599 
"18 Page Avenue, Toronto, ON",999000,2+1 ,2 ,700-1100 
"201-503 Beecroft Road, Toronto, ON",725000,2+1 ,2 ,800-899 
"74 Dale Avenue, Toronto, ON",3295000,5+1 ,5 ,2500-3000 
"201-2464 Weston Road, Toronto, ON",459000,1 ,1 ,600-699 
"4505-108 Peter Street, Toronto, ON",698000,1+1 ,1 ,500-599 
"406-38 Stewart Street W, Toronto, ON",550000,1 ,1 ,500-599 
"2805-21 Iceboat Terrace, Toronto, ON",580000,1+1 ,1 ,600-699 
"2105-150 East Liberty Street, Toronto, ON",755000,2+1 ,2 ,700-799 
"510 Northcliffe Boulevard, Toronto, ON",899000,3 ,2 ,1100-1500 
"26 Grangemill Crescent, Toronto, ON",2388888,3+1 ,3 ,1100-1500 
"7 Bernice Crescent, Toronto, ON",949800,3+1 ,2 ,700-1100 
"90 Anthony Road, Toronto, ON",1199900,3 ,3 ,1100-1500 
"402-9 Four Winds Drive, Toronto, ON",424000,2 ,1 ,900-999 
"212-19 Four Winds Drive, Toronto, ON",489000,2 ,1 ,900-999 
"1612-4968 Yonge Street, Toronto, ON",522800,1 ,1 ,500-599 
"713-70 Roehampton Avenue, Toronto, ON",965000,2 ,2 ,900-999 
"219-90 Scottfield Drive, Toronto, ON",738000,2+1 ,2 ,1200-1399 
"1101-88 Sheppard Avenue E, Toronto, ON",475000,1 ,1 ,500-599 
"1406-335 Mill Road W, Toronto, ON",645000,2 ,2 ,1000-1199 
"4206-19 Bathurst Street, Toronto, ON",739000,1+1 ,1 ,500-599 
"2308-2191 Yonge Street, Toronto, ON",1029000,2+1 ,2 ,1000-1199 
"2303-2 Sonic Way, Toronto, ON",479000,1 ,1 ,0-499 
"1308-36 Forest Manor Road, Toronto, ON",699000,2 ,2 ,700-799 
"315-38 Forest Manor Road, Toronto, ON",699000,2+1 ,2 ,800-899 
"169 Poyntz Avenue, Toronto, ON",4319000,4+1 ,6 ,3500-5000 
"315-55 East Liberty Street, Toronto, ON",499900,1 ,1 ,500-599 
"1602-10 York Street, Toronto, ON",679000,1 ,1 ,500-599 
"3358C Kingston Road, Toronto, ON",899000,4 ,3 ,2000-2500 
"63 Guthrie Avenue, Toronto, ON",1298000,2+1 ,3 ,700-1100 
"68 Mcdonald Avenue, Toronto, ON",775000,3 ,2 ,1100-1500 
"211-36 Zorra Street, Toronto, ON",599000,2+1 ,2 ,800-899 
"184 Wiltshire Avenue, Toronto, ON",499900,1+1 ,1 ,700-799 
"14-3580 Lake Shore Boulevard W, Toronto, ON",799000,2 ,3 ,1200-1399 
"4403-488 University Avenue, Toronto, ON",960000,2 ,2 ,800-899 
"115 Downsview Avenue, Toronto, ON",1199000,3+4 ,4 ,1500-2000 
"UNIT 14-1270 Finch Avenue W, Toronto, ON",1099000,– ,– ,
"405-1630 Queen Street, Toronto, ON",499000,1 ,1 ,500-599 
"405-150 Alton Towers Circle, Toronto, ON",555000,2 ,2 ,1000-1199 
"105-7 Watkinson Avenue, Toronto, ON",1050000,2+1 ,2 ,1000-1199 
"259 Claremont Street, Toronto, ON",1168000,3+1 ,4 ,700-1100 
"3907-2200 Lake Shore Boulevard W, Toronto, ON",799000,2+1 ,2 ,800-899 
"1306-105 George Street, Toronto, ON",619999,1+1 ,2 ,600-699 
"14-266 Finch Avenue E, Toronto, ON",799000,2 ,2 ,700-799 
"33 Seneca Avenue, Toronto, ON",1125000,3 ,3 ,1500-2000 
"929-250 Wellington Street W, Toronto, ON",539000,1+1 ,1 ,500-599 
"118 Anndale Drive, Toronto, ON",,— ,— ,— 
"10 Bemberg Court, Toronto, ON",897700,4 ,2 ,1100-1500 
"1815-5 Massey Square, Toronto, ON",579000,3 ,2 ,1200-1399 
"15 Madonna Gardens, Toronto, ON",999000,3+1 ,2 ,1100-1500 
"504-77 Harbour Square, Toronto, ON",599000,1 ,1 ,600-699 
"221-21 Olive Avenue, Toronto, ON",528000,1 ,1 ,600-699 
"62-55 English Ivyway Way, Toronto, ON",948888,3 ,4 ,1400-1599 
"216 Medland Street, Toronto, ON",1549900,3 ,2 ,1500-2000 
"1703 W-36 Lisgar Street, Toronto, ON",538000,2 ,2 ,500-599 
"1405-200 Bloor Street W, Toronto, ON",1369000,2 ,2 ,800-899 
"52 Grantbrook Street, Toronto, ON",3199000,4+1 ,6 ,3500-5000 
"1826 Weston Road, Toronto, ON",1900000,– ,– ,
"506-825 Kennedy Road, Toronto, ON",499900,2 ,1 ,1000-1199 
"312-2662 Bloor Street W, Toronto, ON",1690000,2+1 ,3 ,1800-1999 
"17 Tofield Crescent, Toronto, ON",934900,3 ,2 ,1100-1500 
"1412-830 Lawrence Avenue W, Toronto, ON",476000,1 ,1 ,500-599 
"636 Runnymede Road, Toronto, ON",1499000,5+1 ,4 ,2000-2500 
"1201-38 Avenue Road, Toronto, ON",3599900,2+1 ,3 ,2250-2499 
"310-2756 Old Leslie Street, Toronto, ON",685000,1+1 ,2 ,600-699 
"LPH05-15 Ellerslie Avenue, Toronto, ON",559999,1 ,1 ,0-499 
"42 Tilden Crescent N, Toronto, ON",899999,1 ,1 ,700-1100 
"1901-135 East Liberty Street, Toronto, ON",619000,1+1 ,1 ,500-599 
"19 Frank River Drive, Toronto, ON",1198000,5+2 ,6 ,2000-2500 
"6 South Marine Drive, Toronto, ON",1579000,4+2 ,5 ,2000-2500 
"2777 Steeles Avenue W, Toronto, ON",349900,– ,– ,
"167 Sellers Avenue, Toronto, ON",999999,3 ,3 ,1100-1500 
"913-31 Four Winds Drive, Toronto, ON",575000,3 ,2 ,1000-1199 
"44 Sarah Jackson Crescent, Toronto, ON",952000,3 ,3 ,1100-1500 
"47 Lindner Street, Toronto, ON",,— ,— ,— 
"9 Romana Drive, Toronto, ON",999900,3 ,2 ,700-1100 
"511-900 Mount Pleasant Road, Toronto, ON",679000,1 ,1 ,800-899 
"76 Phillip Avenue, Toronto, ON",1090000,3 ,3 ,1100-1500 
"12-45 Cedarcroft Boulevard, Toronto, ON",798000,3 ,2 ,1200-1399 
"3901-65 St. Mary Street, Toronto, ON",2180000,2+1 ,2 ,1400-1599 
"19 Ridley Boulevard, Toronto, ON",4889000,4+1 ,6 ,2500-3000 
"24 Leahurst Drive, Toronto, ON",1099000,3+2 ,2 ,700-1100 
"612-38 Western Battery Road, Toronto, ON",684900,1+1 ,1 ,700-799 
"713-10 Deerlick Court, Toronto, ON",582000,1+1 ,2 ,600-699 
"378 O'connor Drive, Toronto, ON",,— ,— ,— 
"116 Briar Hill Avenue, Toronto, ON",,— ,— ,— 
"802-295 Adelaide Street W, Toronto, ON",699000,2 ,1 ,700-799 
"702-90 Sumach Street, Toronto, ON",2580000,2 ,2 ,1800-1999 
"74 Wantanopa Crescent, Toronto, ON",1190000,3+2 ,3 ,1100-1500 
"1802-55 Mercer Street S, Toronto, ON",1300000,3 ,2 ,800-899 
"#306-77 Shuter Street S, Toronto, ON",745619,2 ,2 ,700-799 
"1410-370 Dixon Road, Toronto, ON",498000,3 ,2 ,1200-1399 
"2208-251 Jarvis Street, Toronto, ON",498800,2 ,1 ,500-599 
"2601-381 Front Street W, Toronto, ON",549999,1+1 ,1 ,600-699 
"112 Hazelton Avenue, Toronto, ON",8998000,3+1 ,5 ,3500-5000 
"314-195 Mccaul Street, Toronto, ON",574999,1+1 ,1 ,500-599 
"108-55 Stewart Street, Toronto, ON",989900,2+1 ,2 ,800-899 
"1411-714 The West Mall N/a, Toronto, ON",539900,2+1 ,1 ,1000-1199 
"1010-5740 Yonge Street, Toronto, ON",564999,1+1 ,1 ,600-699 
"1107-10 Tangreen Court, Toronto, ON",549000,2 ,2 ,900-999 
"430-33 Frederick Todd Way, Toronto, ON",639000,1+1 ,2 ,700-799 
"1439-20 Inn On The Park Drive E, Toronto, ON",675000,1+1 ,2 ,600-699 
"29-740 Kennedy Road, Toronto, ON",694900,2+1 ,2 ,700-1100 
"1691 Dundas Street W, Toronto, ON",1575000,– ,– ,
"435-3091 Dufferin Street, Toronto, ON",,— ,— ,— 
"502-1 Pemberton Avenue, Toronto, ON",599000,2 ,1 ,700-799 
"205-2287 Lake Shore Boulevard W, Toronto, ON",1298000,2 ,3 ,1800-1999 
"1518-955 Bay Street, Toronto, ON",549000,– ,1 ,0-499 
"519-99 The Donway Boulevard W, Toronto, ON",520000,1 ,1 ,500-599 
"803-190 Borough Drive, Toronto, ON",541000,1+1 ,1 ,600-699 
"TH112-39 Queens Quay E, Toronto, ON",,— ,— ,— 
"3805-357 King Street W, Toronto, ON",638000,1+1 ,1 ,500-599 
"2710-38 Elm Street, Toronto, ON",549900,1 ,1 ,600-699 
"46 William Street, Toronto, ON",1800000,4+3 ,7 ,2500-3000 
"609-4673 Jane Street, Toronto, ON",345000,2 ,1 ,700-799 
"411-8 Tippett Road, Toronto, ON",540000,2 ,1 ,600-699 
"1013-18 Lee Centre Drive, Toronto, ON",476000,1+1 ,1 ,500-599 
"817-1787 St. Clair Avenue W, Toronto, ON",739000,2 ,2 ,800-899 
"5311-395 Bloor Street E, Toronto, ON",558000,1+1 ,1 ,500-599 
"906-15 Zorra Street, Toronto, ON",529990,1+1 ,1 ,600-699 
"28 Corinth Gardens, Toronto, ON",1980000,3 ,3 ,2000-2500 
"308-369 Sorauren Avenue, Toronto, ON",769900,1+1 ,1 ,600-699 
"1420 Wilson Avenue, Toronto, ON",,— ,— ,— 
"76 Arjay Crescent, Toronto, ON",12995000,5+1 ,10 ,5000 + 
"PH01-15 Vicora Linkway N/a, Toronto, ON",680000,3 ,2 ,1000-1199 
"807-90 Queens Wharf Road S, Toronto, ON",588888,1+1 ,1 ,700-799 
"#1301-30 Tretti Way, Toronto, ON",399000,– ,1 ,0-499 
"1102-1808 St. Clair Avenue W, Toronto, ON",780000,2 ,2 ,900-999 
"215-18 Rean Drive, Toronto, ON",,— ,— ,— 
"109-121 Ford Street, Toronto, ON",799000,2+1 ,3 ,1200-1399 
"621-629 King Street W, Toronto, ON",535000,1 ,1 ,0-499 
"21 De Vere Gardens, Toronto, ON",5090000,4+1 ,6 ,3500-5000 
"1104-10 Bellair Street, Toronto, ON",1620000,2 ,2 ,1200-1399 
"808-286 Main Street, Toronto, ON",520000,1 ,1 ,500-599 
"207-235 Sherway Gardens Road, Toronto, ON",750000,2+1 ,2 ,800-899 
"5307-395 Bloor Street, Toronto, ON",785000,2+1 ,2 ,600-699 
"4205-36 Park Lawn Road, Toronto, ON",818888,2 ,2 ,800-899 
"77 Thwaite Avenue, Toronto, ON",999900,4 ,2 ,1500-2000 
"6 Main Street, Toronto, ON",2499000,– ,4 ,
"702-130 Neptune Drive, Toronto, ON",699000,3 ,2 ,1200-1399 
"507-2901 Kipling Avenue, Toronto, ON",549000,2 ,2 ,800-899 
"429 Connaught Avenue, Toronto, ON",2200000,4 ,5 ,2500-3000 
"6 Main Street, Toronto, ON",2499000,– ,4 ,
"3109-15 Holmes Avenue, Toronto, ON",1100000,3 ,2 ,900-999 
"156 Hillside Avenue, Toronto, ON",1149000,2 ,1 ,700-1100 
"245 Montrose Avenue, Toronto, ON",1990000,5+1 ,5 ,1500-2000 
"192A-192B Finch Avenue E, Toronto, ON",1699000,3 ,2 ,< 700 
"100 Glenvale Boulevard, Toronto, ON",3785000,4+1 ,5 ,2000-2500 
"4806-8 Cumberland Street, Toronto, ON",1395990,2+1 ,2 ,1000-1199 
"4603-8 Cumberland Street, Toronto, ON",1022990,2 ,2 ,700-799 
"2302-8 Cumberland Street, Toronto, ON",999990,2 ,2 ,700-799 
"4401-8 Cumberland Street, Toronto, ON",629990,1 ,1 ,0-499 
"132-20 Echo Point, Toronto, ON",799000,3+1 ,2 ,1200-1399 
"409-43 Hanna Avenue, Toronto, ON",869900,1+1 ,1 ,800-899 
"208-70 Alexander Street, Toronto, ON",554888,1+1 ,1 ,500-599 
"1101-17 Dundonald Street, Toronto, ON",518000,1 ,1 ,0-499 
"2402 (PH02)-2330 Bridletowne Circle, Toronto, ON",579000,1+2 ,2 ,1200-1399 
"210-500 St Clair Avenue W, Toronto, ON",645000,1 ,1 ,600-699 
"1108 St Clair Avenue W, Toronto, ON",1990000,– ,– ,
"2-1947 Lawrence Avenue W, Toronto, ON",550000,1 ,1 ,600-699 
"62 Ash Crescent, Toronto, ON",2198950,3 ,4 ,3000-3500 
"5 Mirrow Court, Toronto, ON",1685000,4+4 ,5 ,2500-3000 
"4704-14 York Street, Toronto, ON",668000,1+1 ,1 ,600-699 
"5202-30 Shore Breeze Drive, Toronto, ON",769000,2 ,1 ,600-699 
"121 Mulock Avenue, Toronto, ON",1147000,3+1 ,4 ,1500-2000 
"809-811 Duplex Avenue, Toronto, ON",3888000,9+2 ,6 ,5000 + 
"911-1808 St. Clair Avenue W, Toronto, ON",765000,2 ,2 ,900-999 
"62 Glenstroke Drive, Toronto, ON",1090000,4+2 ,4 ,1500-2000 
"415-105 The Queensway Avenue, Toronto, ON",629000,1+1 ,1 ,700-799 
"1217-60 Heintzman Street, Toronto, ON",,— ,— ,— 
"38A North Woodrow Boulevard, Toronto, ON",1399900,4+2 ,5 ,< 700 
"58 Wareside Road, Toronto, ON",1249000,3 ,3 ,1100-1500 
"301-8 Sultan Street, Toronto, ON",1739900,2 ,2 ,1400-1599 
"304-10 Tapscott Road, Toronto, ON",459800,1 ,1 ,600-699 
"7-3062 Lake Shore Boulevard, Toronto, ON",939000,2+1 ,3 ,1400-1599 
"1504-240 Scarlett Road, Toronto, ON",710000,3 ,2 ,1000-1199 
"509-3 Mcalpine Street, Toronto, ON",1950000,2+1 ,3 ,1800-1999 
"3115-82 Dalhousie Street, Toronto, ON",500000,1 ,1 ,0-499 
"3403-200 Cumberland Street, Toronto, ON",,— ,— ,— 
"918-50 Western Battery Road, Toronto, ON",1395000,3+1 ,3 ,1400-1599 
"709-100 Wingarden Court, Toronto, ON",590000,3 ,2 ,1000-1199 
"34 Winchester Street, Toronto, ON",2749000,4+1 ,5 ,2000-2500 
"310-1028 Mcnicoll Avenue, Toronto, ON",1138000,2+1 ,2 ,1400-1599 
"1348 Pharmacy Avenue, Toronto, ON",1199999,3+3 ,4 ,700-1100 
"9 A&B Humewood Drive, Toronto, ON",4250000,16+7 ,8 ,5000 + 
"2803-82 Dalhousie Street, Toronto, ON",675000,2 ,2 ,600-699 
"PH09-82 Dalhousie Street, Toronto, ON",410000,– ,1 ,0-499 
"109-42 Pinery Trail, Toronto, ON",669999,3 ,2 ,1000-1199 
"28 Elder Avenue, Toronto, ON",1699000,3+2 ,6 ,2000-2500 
"2-69 Upper Canada Drive, Toronto, ON",839900,2 ,2 ,1000-1199 
"1005-541 Blackthorn Avenue E, Toronto, ON",530000,2 ,1 ,800-899 
"615-35 Bales Avenue, Toronto, ON",789000,2 ,2 ,900-999 
"TH 8-33 Frederick Todd Way, Toronto, ON",2199000,3+1 ,4 ,2250-2499 
"1505-30 Meadowglen Place, Toronto, ON",566100,2+1 ,2 ,800-899 
"525-3100 Keele Street, Toronto, ON",648800,2 ,2 ,800-899 
"507-20 Thomas Riley Road, Toronto, ON",749999,2 ,2 ,800-899 
"1021-386 Yonge Street, Toronto, ON",638000,1+1 ,1 ,600-699 
"5 Bellefontaine Street, Toronto, ON",1588888,3+1 ,2 ,700-1100 
"280 Glenforest Road, Toronto, ON",1898000,5 ,3 ,2000-2500 
"911 Davenport Road, Toronto, ON",1399000,– ,3 ,1100-1500 
"911 Davenport Road, Toronto, ON",1399000,– ,3 ,1100-1500 
"1805-33 Mill Street, Toronto, ON",588000,1 ,1 ,500-599 
"17 Clearcrest Avenue, Toronto, ON",2050000,4 ,6 ,2000-2500 
"517-100 Dundalk Drive, Toronto, ON",479000,2 ,1 ,700-799 
"167 Carlton Street, Toronto, ON",3268000,9+3 ,5 ,2500-3000 
"306-21 Grand Magazine Street, Toronto, ON",959800,2+1 ,2 ,1000-1199 
"605-30 Baseball Place, Toronto, ON",725000,2 ,2 ,700-799 
"2505-101 Peter Street, Toronto, ON",499900,1 ,1 ,0-499 
"298 Bessborough Drive, Toronto, ON",3385000,3+1 ,3 ,< 700 
"1502-28 Sommerset Way, Toronto, ON",1138000,3+1 ,3 ,1400-1599 
"204-60 Haslett Avenue, Toronto, ON",599000,1+1 ,1 ,600-699 
"58 Lovilla Boulevard, Toronto, ON",988888,2+1 ,2 ,700-1100 
"253 Dunvegan Road, Toronto, ON",29788000,7+1 ,12 ,5000 + 
"PH02-1 Strathgowan Avenue, Toronto, ON",7960000,3 ,4 ,3250-3499 
"612-591 Sheppard Avenue E, Toronto, ON",599900,1+1 ,2 ,600-699 
"106 Glenayr Road, Toronto, ON",14500000,5+1 ,8 ,5000 + 
"5 Cranleigh Court, Toronto, ON",4395000,5+1 ,6 ,3500-5000 
"2905-56 Annie Craig Drive, Toronto, ON",789900,2 ,2 ,700-799 
"23-35 San Robertoway N/a, Toronto, ON",749000,3+2 ,3 ,1000-1199 
"37 Woodlawn Avenue W, Toronto, ON",4795000,3+1 ,4 ,2500-3000 
"65 Cuffley Crescent S, Toronto, ON",1248000,2+2 ,2 ,700-1100 
"1811-125 Peter Street, Toronto, ON",639000,1+1 ,1 ,600-699 
"32-384 Yonge Street, Toronto, ON",459000,– ,– ,
"253 Dunvegan Road, Toronto, ON",29788000,7+1 ,12 ,5000 + 
"505 Soudan Avenue, Toronto, ON",4188000,4+1 ,5 ,2500-3000 
"1019-1001 Bay Street, Toronto, ON",629000,1+1 ,1 ,800-899 
"40 Glengowan Road, Toronto, ON",,— ,— ,— 
"17 Hillholm Road, Toronto, ON",7495000,5+1 ,7 ,5000 + 
"983 Dundas Street W, Toronto, ON",1299000,4 ,2 ,1500-2000 
"688-1 Greystone Walk Drive, Toronto, ON",618888,2+1 ,2 ,1200-1399 
"72-655D Warden Avenue, Toronto, ON",649000,4 ,2 ,1200-1399 
"318-2095 Lake Shore Boulevard W, Toronto, ON",2099888,2+1 ,2 ,1400-1599 
"209 Homewood Avenue, Toronto, ON",1488000,3 ,3 ,1100-1500 
"130 Saturn Road, Toronto, ON",2688000,5 ,5 ,2500-3000 
"LPH04-16 Harrison Garden Boulevard, Toronto, ON",695000,2 ,2 ,700-799 
"72 Granby Street, Toronto, ON",1800000,3 ,3 ,2000-2249 
"925-111 St Clair Avenue W, Toronto, ON",795000,1+1 ,2 ,800-899 
"14-245 Mclevin Avenue, Toronto, ON",579000,2 ,1 ,800-899 
"2 Clanwilliam Court, Toronto, ON",1319000,3+1 ,3 ,1100-1500 
"6 Stubbs Drive, Toronto, ON",5380000,4+1 ,7 ,3500-5000 
"503-10 Kenneth Avenue, Toronto, ON",798000,2+1 ,2 ,1200-1399 
"420-1000 King Street W, Toronto, ON",659000,1 ,1 ,500-599 
"872 College Street, Toronto, ON",2890000,– ,3 ,
"607-225 Sumach Street, Toronto, ON",585000,1+1 ,1 ,600-699 
"18 Burnt Log Crescent, Toronto, ON",1800000,4 ,3 ,3000-3500 
"210-260 Merton Street, Toronto, ON",779000,2 ,2 ,800-899 
"3408-15 Grenville Street, Toronto, ON",888000,2 ,2 ,700-799 
"302-33 Bay Street, Toronto, ON",780000,1+1 ,1 ,600-699 
"SUITE 1309-38 Fontenay Court, Toronto, ON",689900,2+1 ,2 ,1000-1199 
"1201-11 Charlotte Street, Toronto, ON",569000,1 ,1 ,500-599 
"1113-10 Queens Quay W, Toronto, ON",515000,1+1 ,1 ,0-499 
"20 Mango Drive, Toronto, ON",1499000,4 ,4 ,2000-2500 
"2408-365 Church Street, Toronto, ON",469000,– ,1 ,0-499 
"509-35 Hollywood Avenue, Toronto, ON",788000,2 ,2 ,900-999 
"215-223 St. Clair Avenue W, Toronto, ON",769000,2 ,2 ,700-799 
"3004-159 Dundas Street E, Toronto, ON",449900,1 ,1 ,500-599 
"1019-333 Adelaide Street E, Toronto, ON",1199999,2 ,3 ,1000-1199 
"23 Lansdowne Avenue, Toronto, ON",1349000,5 ,2 ,2000-2500 
"4 Laxton Avenue, Toronto, ON",1899000,– ,– ,2000-2500 
"1305-160 Flemington Road, Toronto, ON",530000,2 ,1 ,600-699 
"2026-2031 Kennedy Road, Toronto, ON",499000,1+1 ,1 ,500-599 
"2211-2031 Kennedy Road, Toronto, ON",658000,2 ,2 ,700-799 
"417-89 Mccaul Street, Toronto, ON",699000,2 ,1 ,900-999 
"3620-2031 Kennedy Road, Toronto, ON",559000,1+1 ,1 ,500-599 
"2523-2031 Kennedy Road, Toronto, ON",469000,1 ,1 ,0-499 
"2027-2031 Kennedy Road, Toronto, ON",569000,1+1 ,1 ,500-599 
"2A17&18-4675 Steeles Avenue E, Toronto, ON",68000,– ,– ,16-30 years old
"1-303-50 Old Kingston Road, Toronto, ON",335000,2 ,1 ,700-799 
"144 Beatrice Street, Toronto, ON",3399000,4+1 ,5 ,2500-3000 
"459 The Kingsway N/a, Toronto, ON",2099900,3+1 ,3 ,2000-2500 
"405-8 Charlotte Street, Toronto, ON",1019000,2+1 ,2 ,900-999 
"914-30 Thunder Grove, Toronto, ON",549000,2+1 ,2 ,900-999 
"921-3460 Keele Street, Toronto, ON",320000,2 ,1 ,1200-1399 
"206-70 Annie Craig Drive, Toronto, ON",829000,2 ,2 ,900-999 
"15 Durie Street E, Toronto, ON",3499000,3+1 ,6 ,2500-3000 
"72 Walmer Road, Toronto, ON",3495000,6+1 ,7 ,3500-5000 
"312 Atlas Avenue, Toronto, ON",1499000,2+1 ,3 ,2000-2500 
"304-10 Gibbs Road, Toronto, ON",499000,1+1 ,1 ,700-799 
"2903-30 Roehampton Avenue, Toronto, ON",545000,1 ,1 ,500-599 
"702-3237 Bayview Avenue, Toronto, ON",675000,2 ,2 ,800-899 
"11 Farley Crescent, Toronto, ON",1399000,3+1 ,2 ,1100-1500 
"2214-352 Front Street W, Toronto, ON",805000,2 ,2 ,800-899 
"3809-1 Yorkville Avenue E, Toronto, ON",789900,1+1 ,1 ,500-599 
"1116-80 Esther Lorrie Drive, Toronto, ON",449000,1 ,1 ,500-599 
"30 Wolcott Avenue, Toronto, ON",890000,3 ,1 ,700-1100 
"41 Beckett Avenue, Toronto, ON",1379999,4+6 ,4 ,1100-1500 
"1223-251 Jarvis Street, Toronto, ON",429000,1 ,1 ,0-499 
"1004-5 Soudan Avenue, Toronto, ON",985000,2 ,2 ,700-799 
"96 Kitchener Road, Toronto, ON",1149000,4+1 ,2 ,1500-2000 
"202-61 Orchard Park Drive, Toronto, ON",880000,2+1 ,2 ,1000-1199 
"55 Burrows Avenue, Toronto, ON",2599900,3+2 ,5 ,2500-3000 
"1113-88 Blue Jays Way, Toronto, ON",430000,– ,1 ,0-499 
"212-66 Portland Street, Toronto, ON",579000,1 ,1 ,500-599 
